entity_id,portfolio_segment,property_type,scenario,quarter,pd_score,risk_grade,expected_loss,model_version,run_date
ENT_023,mid_market,retail,interest_rate_stress,2026Q2,0.0674,D,441890.3,v3.3.0,2026-05-15
ENT_023,mid_market,retail,commodity_price_stress,2026Q2,0.0599,C,392718.53,v3.3.0,2026-05-15
ENT_023,mid_market,retail,downside_macro,2026Q2,0.0823,D,539578.21,v3.3.0,2026-05-15
ENT_024,mid_market,industrial,baseline,2026Q2,0.03,C,108980.6,v3.3.0,2026-05-15
ENT_024,mid_market,industrial,interest_rate_stress,2026Q2,0.0405,C,147123.8,v3.3.0,2026-05-15
ENT_024,mid_market,industrial,commodity_price_stress,2026Q2,0.0359,C,130413.45,v3.3.0,2026-05-15
ENT_024,mid_market,industrial,downside_macro,2026Q2,0.0495,C,179817.99,v3.3.0,2026-05-15
ENT_025,large_balance,office,baseline,2026Q2,0.0256,C,330283.96,v3.3.0,2026-05-15
ENT_025,large_balance,office,interest_rate_stress,2026Q2,0.0346,C,446399.42,v3.3.0,2026-05-15
ENT_025,large_balance,office,commodity_price_stress,2026Q2,0.0307,C,396082.71,v3.3.0,2026-05-15
ENT_025,large_balance,office,downside_macro,2026Q2,0.0422,C,544452.46,v3.3.0,2026-05-15
ENT_026,small_balance,hospitality,baseline,2026Q2,0.0784,D,107337.18,v3.3.0,2026-05-15
ENT_026,small_balance,hospitality,interest_rate_stress,2026Q2,0.1059,D,144987.34,v3.3.0,2026-05-15
ENT_026,small_balance,hospitality,commodity_price_stress,2026Q2,0.0942,D,128968.91,v3.3.0,2026-05-15
ENT_026,small_balance,hospitality,downside_macro,2026Q2,0.1294,E,177161.11,v3.3.0,2026-05-15
ENT_027,small_balance,office,baseline,2026Q2,0.0577,C,84219.98,v3.3.0,2026-05-15
ENT_027,small_balance,office,interest_rate_stress,2026Q2,0.0778,D,113558.3,v3.3.0,2026-05-15
ENT_027,small_balance,office,commodity_price_stress,2026Q2,0.0692,D,101005.59,v3.3.0,2026-05-15
ENT_027,small_balance,office,downside_macro,2026Q2,0.0951,D,138809.71,v3.3.0,2026-05-15
ENT_028,mid_market,industrial,baseline,2026Q2,0.0214,B,85756.08,v3.3.0,2026-05-15
ENT_028,mid_market,industrial,interest_rate_stress,2026Q2,0.0289,C,115810.78,v3.3.0,2026-05-15
ENT_028,mid_market,industrial,commodity_price_stress,2026Q2,0.0257,C,102987.44,v3.3.0,2026-05-15
ENT_028,mid_market,industrial,downside_macro,2026Q2,0.0353,C,141457.46,v3.3.0,2026-05-15
ENT_029,large_balance,office,baseline,2026Q2,0.0087,A,213134.02,v3.3.0,2026-05-15
ENT_029,large_balance,office,interest_rate_stress,2026Q2,0.0118,B,289078.33,v3.3.0,2026-05-15
ENT_029,large_balance,office,commodity_price_stress,2026Q2,0.0105,B,257230.72,v3.3.0,2026-05-15
ENT_029,large_balance,office,downside_macro,2026Q2,0.0144,B,352773.56,v3.3.0,2026-05-15
ENT_030,large_balance,office,baseline,2026Q2,0.0322,C,844980.9,v3.3.0,2026-05-15
ENT_030,large_balance,office,commodity_price_stress,2026Q2,0.0386,C,,v3.3.0,2026-05-15
ENT_030,large_balance,office,downside_macro,2026Q2,0.0532,C,1396055.4,v3.3.0,2026-05-15
ENT_031,large_balance,industrial,baseline,2026Q2,0.0387,C,935797.2,v3.3.0,2026-05-15
ENT_031,large_balance,industrial,interest_rate_stress,2026Q2,0.0523,C,1264656.16,v3.3.0,2026-05-15
ENT_031,large_balance,industrial,commodity_price_stress,2026Q2,0.0465,C,1124407.49,v3.3.0,2026-05-15
ENT_031,large_balance,industrial,downside_macro,2026Q2,0.0639,D,1545153.52,v3.3.0,2026-05-15
ENT_032,mid_market,hospitality,baseline,2026Q2,0.0438,C,104654.97,v3.3.0,2026-05-15
ENT_032,mid_market,hospitality,interest_rate_stress,2026Q2,0.0591,C,141212.53,v3.3.0,2026-05-15
ENT_032,mid_market,hospitality,commodity_price_stress,2026Q2,0.0526,C,125681.53,v3.3.0,2026-05-15
ENT_032,mid_market,hospitality,downside_macro,2026Q2,0.0723,D,172752.38,v3.3.0,2026-05-15
ENT_033,mid_market,hospitality,baseline,2026Q2,0.0221,B,295030.53,v3.3.0,2026-05-15
ENT_033,mid_market,hospitality,interest_rate_stress,2026Q2,0.0298,C,397823.98,v3.3.0,2026-05-15
ENT_033,mid_market,hospitality,commodity_price_stress,2026Q2,0.0265,C,353769.65,v3.3.0,2026-05-15
ENT_033,mid_market,hospitality,downside_macro,2026Q2,0.0364,C,485932.64,v3.3.0,2026-05-15
ENT_034,small_balance,retail,baseline,2026Q2,0.0168,B,35782.97,v3.3.0,2026-05-15
ENT_034,small_balance,retail,interest_rate_stress,2026Q2,0.0226,B,48136.63,v3.3.0,2026-05-15
ENT_034,small_balance,retail,commodity_price_stress,2026Q2,0.0201,B,42811.77,v3.3.0,2026-05-15
ENT_034,small_balance,retail,downside_macro,2026Q2,0.0277,C,58999.31,v3.3.0,2026-05-15
ENT_035,mid_market,retail,baseline,2026Q2,0.009,A,62973.66,v3.3.0,2026-05-15
ENT_035,mid_market,retail,interest_rate_stress,2026Q2,0.0121,B,84664.59,v3.3.0,2026-05-15
ENT_035,mid_market,retail,commodity_price_stress,2026Q2,0.0107,B,74868.68,v3.3.0,2026-05-15
ENT_035,mid_market,retail,downside_macro,2026Q2,0.0148,B,103556.69,v3.3.0,2026-05-15
ENT_036,small_balance,hospitality,baseline,2026Q2,0.0753,D,125305.9,v3.3.0,2026-05-15
ENT_036,small_balance,hospitality,interest_rate_stress,2026Q2,0.1016,D,169071.43,v3.3.0,2026-05-15
ENT_036,small_balance,hospitality,commodity_price_stress,2026Q2,0.0903,D,150267.23,v3.3.0,2026-05-15
ENT_037,small_balance,multifamily,baseline,2026Q2,0.0537,C,20464.75,v3.3.0,2026-05-15
ENT_037,small_balance,multifamily,interest_rate_stress,2026Q2,0.0725,D,27629.31,v3.3.0,2026-05-15
ENT_037,small_balance,multifamily,commodity_price_stress,2026Q2,0.0644,D,24542.45,v3.3.0,2026-05-15
ENT_037,small_balance,multifamily,downside_macro,2026Q2,0.0886,D,33764.94,v3.3.0,2026-05-15
ENT_038,mid_market,industrial,baseline,2026Q2,0.1064,D,622222.95,v3.3.0,2026-05-15
ENT_038,mid_market,industrial,interest_rate_stress,2026Q2,0.1436,E,839767.07,v3.3.0,2026-05-15
ENT_038,mid_market,industrial,commodity_price_stress,2026Q2,0.1277,E,746784.5,v3.3.0,2026-05-15
ENT_038,mid_market,industrial,downside_macro,2026Q2,0.1756,E,1026901.79,v3.3.0,2026-05-15
ENT_039,small_balance,retail,baseline,2026Q2,0.0327,C,51676.24,v3.3.0,2026-05-15
ENT_039,small_balance,retail,interest_rate_stress,2026Q2,0.0442,C,69849.85,v3.3.0,2026-05-15
ENT_039,small_balance,retail,commodity_price_stress,2026Q2,0.0392,C,61948.28,v3.3.0,2026-05-15
ENT_039,small_balance,retail,downside_macro,2026Q2,0.054,C,85336.92,v3.3.0,2026-05-15
ENT_040,small_balance,hospitality,baseline,2026Q2,0.0673,D,38385.93,v3.3.0,2026-05-15
ENT_040,small_balance,hospitality,interest_rate_stress,2026Q2,0.0908,D,51789.64,v3.3.0,2026-05-15
ENT_040,small_balance,hospitality,commodity_price_stress,2026Q2,0.0807,D,46028.9,v3.3.0,2026-05-15
ENT_040,small_balance,hospitality,downside_macro,2026Q2,0.111,D,63311.12,v3.3.0,2026-05-15
ENT_041,small_balance,industrial,baseline,2026Q2,0.0113,B,14696.17,v3.3.0,2026-05-15
ENT_041,small_balance,industrial,interest_rate_stress,2026Q2,0.0153,B,19898.36,v3.3.0,2026-05-15
ENT_041,small_balance,industrial,commodity_price_stress,2026Q2,0.0135,B,17557.38,v3.3.0,2026-05-15
ENT_041,small_balance,industrial,downside_macro,2026Q2,0.0185,B,24060.11,v3.3.0,2026-05-15
ENT_042,mid_market,industrial,baseline,2026Q2,0.0725,D,546852.51,v3.3.0,2026-05-15
ENT_042,mid_market,industrial,interest_rate_stress,2026Q2,0.0979,D,738439.46,v3.3.0,2026-05-15
ENT_042,mid_market,industrial,commodity_price_stress,2026Q2,0.087,D,656223.01,v3.3.0,2026-05-15
ENT_042,mid_market,industrial,downside_macro,2026Q2,0.1197,D,902872.34,v3.3.0,2026-05-15
ENT_043,large_balance,industrial,baseline,2026Q2,0.0281,C,1161711.5,v3.3.0,2026-05-15
ENT_043,large_balance,industrial,interest_rate_stress,2026Q2,0.0379,C,1566863.56,v3.3.0,2026-05-15
ENT_043,large_balance,industrial,commodity_price_stress,2026Q2,0.0337,C,1393226.97,v3.3.0,2026-05-15
ENT_043,large_balance,industrial,downside_macro,2026Q2,0.0464,C,1918270.95,v3.3.0,2026-05-15
ENT_044,mid_market,multifamily,baseline,2026Q2,0.0278,C,125498.22,v3.3.0,2026-05-15
ENT_044,mid_market,multifamily,interest_rate_stress,2026Q2,0.0375,C,169287.17,v3.3.0,2026-05-15
ENT_044,mid_market,multifamily,commodity_price_stress,2026Q2,0.0333,C,150327.0,v3.3.0,2026-05-15
ENT_044,mid_market,multifamily,downside_macro,2026Q2,0.0457,C,206304.63,v3.3.0,2026-05-15
ENT_045,large_balance,office,baseline,2026Q2,0.0343,C,1763174.68,v3.3.0,2026-05-15
ENT_045,large_balance,office,interest_rate_stress,2026Q2,0.0463,C,2380028.8,v3.3.0,2026-05-15
ENT_045,large_balance,office,commodity_price_stress,2026Q2,0.0411,C,2112725.35,v3.3.0,2026-05-15
ENT_045,large_balance,office,downside_macro,2026Q2,0.0566,C,2909495.25,v3.3.0,2026-05-15
ENT_100,mid_market,multifamily,baseline,2026Q2,0.0321,C,229418.69,v3.3.0,2026-05-15
ENT_100,mid_market,multifamily,interest_rate_stress,2026Q2,0.0433,C,309465.09,v3.3.0,2026-05-15
ENT_100,mid_market,multifamily,commodity_price_stress,2026Q2,0.0385,C,275159.49,v3.3.0,2026-05-15
ENT_100,mid_market,multifamily,downside_macro,2026Q2,0.053,C,378790.98,v3.3.0,2026-05-15
ENT_101,small_balance,industrial,baseline,2026Q2,0.0412,C,42580.92,v3.3.0,2026-05-15
ENT_101,small_balance,industrial,interest_rate_stress,2026Q2,0.0556,C,57463.58,v3.3.0,2026-05-15
ENT_101,small_balance,industrial,commodity_price_stress,2026Q2,0.0494,C,51055.77,v3.3.0,2026-05-15
ENT_101,small_balance,industrial,downside_macro,2026Q2,0.068,D,70279.19,v3.3.0,2026-05-15
ENT_102,small_balance,office,baseline,2026Q2,0.0364,C,19403.03,v3.3.0,2026-05-15
ENT_102,small_balance,office,interest_rate_stress,2026Q2,0.0491,C,26172.77,v3.3.0,2026-05-15
ENT_102,small_balance,office,commodity_price_stress,2026Q2,0.0437,C,23294.3,v3.3.0,2026-05-15
ENT_102,small_balance,office,downside_macro,2026Q2,0.0601,D,32036.33,v3.3.0,2026-05-15
ENT_103,large_balance,office,baseline,2026Q2,0.063,D,1707077.18,v3.3.0,2026-05-15
ENT_103,large_balance,office,interest_rate_stress,2026Q2,0.0851,D,2305909.01,v3.3.0,2026-05-15
ENT_103,large_balance,office,commodity_price_stress,2026Q2,0.0756,D,2048492.61,v3.3.0,2026-05-15
ENT_103,large_balance,office,downside_macro,2026Q2,0.104,D,2818032.17,v3.3.0,2026-05-15
ENT_104,small_balance,retail,baseline,2026Q2,0.0946,D,111214.48,v3.3.0,2026-05-15
ENT_104,small_balance,retail,interest_rate_stress,2026Q2,0.1277,E,150127.79,v3.3.0,2026-05-15
ENT_104,small_balance,retail,commodity_price_stress,2026Q2,0.1135,D,133433.86,v3.3.0,2026-05-15
ENT_104,small_balance,retail,downside_macro,2026Q2,0.1561,E,183515.65,v3.3.0,2026-05-15
